"","State","variable","value"
"1","Alabama","Cases",127616
"2","Alaska","Cases",6109
"3","Arizona","Cases",202375
"4","Arkansas","Cases",61497
"5","California","Cases",716628
"6","Colorado","Cases",58118
"7","Connecticut","Cases",53006
"8","Delaware","Cases",17535
"9","District of Columbia","Cases",14049
"10","Florida","Cases",631032
"11","Georgia","Cases",256544
"12","Guam","Cases",2416
"13","Hawaii","Cases",8628
"14","Idaho","Cases",32703
"15","Illinois","Cases",239115
"16","Indiana","Cases",96988
"17","Iowa","Cases",65846
"18","Kansas","Cases",43491
"19","Kentucky","Cases",51762
"20","Louisiana","Cases",149583
"21","Maine","Cases",4548
"22","Maryland","Cases",109353
"23","Massachusetts","Cases",128888
"24","Michigan","Cases",113969
"25","Minnesota","Cases",76404
"26","Mississippi","Cases",83584
"27","Missouri","Cases",87414
"28","Montana","Cases",7526
"29","Nebraska","Cases",34574
"30","Nevada","Cases",69708
"31","New Hampshire","Cases",7297
"32","New Jersey","Cases",194070
"33","New Mexico","Cases",25460
"34","New York","Cases",440237
"35","North Carolina","Cases",169966
"36","North Dakota","Cases",12004
"37","Northern Mariana Islands","Cases",57
"38","Ohio","Cases",124610
"39","Oklahoma","Cases",59399
"40","Oregon","Cases",26958
"41","Pennsylvania","Cases",139591
"42","Puerto Rico","Cases",33421
"43","Rhode Island","Cases",22002
"44","South Carolina","Cases",119846
"45","South Dakota","Cases",13749
"46","Tennessee","Cases",153274
"47","Texas","Cases",645534
"48","Utah","Cases",52505
"49","Vermont","Cases",1635
"50","Virgin Islands","Cases",1143
"51","Virginia","Cases",121615
"52","Washington","Cases",78061
"53","West Virginia","Cases",10507
"54","Wisconsin","Cases",81688
"55","Wyoming","Cases",3866
"56","Alabama","Cases",128239
"57","Alaska","Cases",6181
"58","Arizona","Cases",202898
"59","Arkansas","Cases",62112
"60","California","Cases",722035
"61","Colorado","Cases",58392
"62","Connecticut","Cases",53108
"63","Delaware","Cases",17549
"64","District of Columbia","Cases",14077
"65","Florida","Cases",633434
"66","Georgia","Cases",258482
"67","Guam","Cases",2463
"68","Hawaii","Cases",8966
"69","Idaho","Cases",33059
"70","Illinois","Cases",241282
"71","Indiana","Cases",97853
"72","Iowa","Cases",66463
"73","Kansas","Cases",44529
"74","Kentucky","Cases",52704
"75","Louisiana","Cases",150734
"76","Maine","Cases",4567
"77","Maryland","Cases",109808
"78","Massachusetts","Cases",121131
"79","Michigan","Cases",114603
"80","Minnesota","Cases",77137
"81","Mississippi","Cases",84365
"82","Missouri","Cases",88974
"83","Montana","Cases",7715
"84","Nebraska","Cases",34995
"85","Nevada","Cases",69927
"86","New Hampshire","Cases",7309
"87","New Jersey","Cases",194378
"88","New Mexico","Cases",25612
"89","New York","Cases",440947
"90","North Carolina","Cases",171140
"91","North Dakota","Cases",12271
"92","Northern Mariana Islands","Cases",57
"93","Ohio","Cases",125767
"94","Oklahoma","Cases",60118
"95","Oregon","Cases",27085
"96","Pennsylvania","Cases",140577
"97","Puerto Rico","Cases",34003
"98","Rhode Island","Cases",22078
"99","South Carolina","Cases",120503
"100","South Dakota","Cases",14003
"101","Tennessee","Cases",154833
"102","Texas","Cases",649844
"103","Utah","Cases",52950
"104","Vermont","Cases",1637
"105","Virgin Islands","Cases",1144
"106","Virginia","Cases",122542
"107","Washington","Cases",78554
"108","West Virginia","Cases",10642
"109","Wisconsin","Cases",82261
"110","Wyoming","Cases",3911
"111","Alabama","Cases",129285
"112","Alaska","Cases",6287
"113","Arizona","Cases",203964
"114","Arkansas","Cases",63504
"115","California","Cases",727398
"116","Colorado","Cases",58680
"117","Connecticut","Cases",53209
"118","Delaware","Cases",17653
"119","District of Columbia","Cases",14135
"120","Florida","Cases",637005
"121","Georgia","Cases",261056
"122","Guam","Cases",2529
"123","Hawaii","Cases",9177
"124","Idaho","Cases",33361
"125","Illinois","Cases",242715
"126","Indiana","Cases",98971
"127","Iowa","Cases",67693
"128","Kansas","Cases",44755
"129","Kentucky","Cases",54067
"130","Louisiana","Cases",151547
"131","Maine","Cases",4617
"132","Maryland","Cases",110504
"133","Massachusetts","Cases",121546
"134","Michigan","Cases",115393
"135","Minnesota","Cases",78175
"136","Mississippi","Cases",85116
"137","Missouri","Cases",90392
"138","Montana","Cases",7903
"139","Nebraska","Cases",35469
"140","Nevada","Cases",70319
"141","New Hampshire","Cases",7347
"142","New Jersey","Cases",194756
"143","New Mexico","Cases",25812
"144","New York","Cases",441835
"145","North Carolina","Cases",172791
"146","North Dakota","Cases",12633
"147","Northern Mariana Islands","Cases",57
"148","Ohio","Cases",127112
"149","Oklahoma","Cases",61027
"150","Oregon","Cases",27356
"151","Pennsylvania","Cases",141578
"152","Puerto Rico","Cases",34198
"153","Rhode Island","Cases",22143
"154","South Carolina","Cases",121696
"155","South Dakota","Cases",14337
"156","Tennessee","Cases",157028
"157","Texas","Cases",653321
"158","Utah","Cases",53412
"159","Vermont","Cases",1637
"160","Virgin Islands","Cases",1150
"161","Virginia","Cases",123668
"162","Washington","Cases",79120
"163","West Virginia","Cases",10845
"164","Wisconsin","Cases",83119
"165","Wyoming","Cases",3939
"166","Alabama","Cases",130393
"167","Alaska","Cases",6416
"168","Arizona","Cases",204686
"169","Arkansas","Cases",64678
"170","California","Cases",732691
"171","Colorado","Cases",59021
"172","Connecticut","Cases",53365
"173","Delaware","Cases",17752
"174","District of Columbia","Cases",14186
"175","Florida","Cases",640203
"176","Georgia","Cases",263047
"177","Guam","Cases",2588
"178","Hawaii","Cases",9448
"179","Idaho","Cases",33628
"180","Illinois","Cases",248253
"181","Indiana","Cases",100011
"182","Iowa","Cases",68757
"183","Kansas","Cases",46049
"184","Kentucky","Cases",55500
"185","Louisiana","Cases",152369
"186","Maine","Cases",4632
"187","Maryland","Cases",111332
"188","Massachusetts","Cases",121758
"189","Michigan","Cases",116470
"190","Minnesota","Cases",79018
"191","Mississippi","Cases",85939
"192","Missouri","Cases",91994
"193","Montana","Cases",8046
"194","Nebraska","Cases",35661
"195","Nevada","Cases",70783
"196","New Hampshire","Cases",7368
"197","New Jersey","Cases",195205
"198","New Mexico","Cases",25902
"199","New York","Cases",442698
"200","North Carolina","Cases",174848
"201","North Dakota","Cases",12977
"202","Northern Mariana Islands","Cases",57
"203","Ohio","Cases",128444
"204","Oklahoma","Cases",62040
"205","Oregon","Cases",27605
"206","Pennsylvania","Cases",142537
"207","Puerto Rico","Cases",34241
"208","Rhode Island","Cases",22243
"209","South Carolina","Cases",123325
"210","South Dakota","Cases",14596
"211","Tennessee","Cases",158120
"212","Texas","Cases",658789
"213","Utah","Cases",53940
"214","Vermont","Cases",1642
"215","Virgin Islands","Cases",1150
"216","Virginia","Cases",124779
"217","Washington","Cases",79721
"218","West Virginia","Cases",11037
"219","Wisconsin","Cases",84519
"220","Wyoming","Cases",3989
"221","Alabama","Cases",131803
"222","Alaska","Cases",6514
"223","Arizona","Cases",205518
"224","Arkansas","Cases",65226
"225","California","Cases",737073
"226","Colorado","Cases",59362
"227","Connecticut","Cases",53365
"228","Delaware","Cases",17892
"229","District of Columbia","Cases",14238
"230","Florida","Cases",643859
"231","Georgia","Cases",265215
"232","Guam","Cases",2640
"233","Hawaii","Cases",9667
"234","Idaho","Cases",33884
"235","Illinois","Cases",250882
"236","Indiana","Cases",101094
"237","Iowa","Cases",69690
"238","Kansas","Cases",46051
"239","Kentucky","Cases",56016
"240","Louisiana","Cases",152369
"241","Maine","Cases",4667
"242","Maryland","Cases",112104
"243","Massachusetts","Cases",122196
"244","Michigan","Cases",117267
"245","Minnesota","Cases",79932
"246","Mississippi","Cases",86478
"247","Missouri","Cases",93713
"248","Montana","Cases",8178
"249","Nebraska","Cases",35805
"250","Nevada","Cases",71184
"251","New Hampshire","Cases",7424
"252","New Jersey","Cases",195530
"253","New Mexico","Cases",26048
"254","New York","Cases",443497
"255","North Carolina","Cases",176124
"256","North Dakota","Cases",13338
"257","Northern Mariana Islands","Cases",58
"258","Ohio","Cases",129785
"259","Oklahoma","Cases",63187
"260","Oregon","Cases",27857
"261","Pennsylvania","Cases",143301
"262","Puerto Rico","Cases",34492
"263","Rhode Island","Cases",22243
"264","South Carolina","Cases",124289
"265","South Dakota","Cases",14889
"266","Tennessee","Cases",159893
"267","Texas","Cases",663246
"268","Utah","Cases",54364
"269","Vermont","Cases",1647
"270","Virgin Islands","Cases",1167
"271","Virginia","Cases",125727
"272","Washington","Cases",79900
"273","West Virginia","Cases",11289
"274","Wisconsin","Cases",85517
"275","Wyoming","Cases",4006
"276","Alabama","Cases",132314
"277","Alaska","Cases",6603
"278","Arizona","Cases",205772
"279","Arkansas","Cases",65924
"280","California","Cases",740233
"281","Colorado","Cases",59626
"282","Connecticut","Cases",53365
"283","Delaware","Cases",18043
"284","District of Columbia","Cases",14279
"285","Florida","Cases",646423
"286","Georgia","Cases",266707
"287","Guam","Cases",2588
"288","Hawaii","Cases",9829
"289","Idaho","Cases",34053
"290","Illinois","Cases",252306
"291","Indiana","Cases",101937
"292","Iowa","Cases",70210
"293","Kansas","Cases",46151
"294","Kentucky","Cases",56172
"295","Louisiana","Cases",153764
"296","Maine","Cases",4682
"297","Maryland","Cases",112557
"298","Massachusetts","Cases",122562
"299","Michigan","Cases",117310
"300","Minnesota","Cases",80639
"301","Mississippi","Cases",86888
"302","Missouri","Cases",94923
"303","Montana","Cases",8272
"304","Nebraska","Cases",35891
"305","Nevada","Cases",71711
"306","New Hampshire","Cases",7447
"307","New Jersey","Cases",195841
"308","New Mexico","Cases",26107
"309","New York","Cases",444226
"310","North Carolina","Cases",177141
"311","North Dakota","Cases",13635
"312","Northern Mariana Islands","Cases",58
"313","Ohio","Cases",130558
"314","Oklahoma","Cases",63607
"315","Oregon","Cases",28045
"316","Pennsylvania","Cases",143902
"317","Puerto Rico","Cases",34533
"318","Rhode Island","Cases",22243
"319","South Carolina","Cases",124952
"320","South Dakota","Cases",15109
"321","Tennessee","Cases",161589
"322","Texas","Cases",665338
"323","Utah","Cases",54660
"324","Vermont","Cases",1648
"325","Virgin Islands","Cases",1181
"326","Virginia","Cases",126926
"327","Washington","Cases",80369
"328","West Virginia","Cases",11412
"329","Wisconsin","Cases",86406
"330","Wyoming","Cases",4032
"331","Alabama","Cases",132973
"332","Alaska","Cases",6637
"333","Arizona","Cases",205971
"334","Arkansas","Cases",66280
"335","California","Cases",742689
"336","Colorado","Cases",59823
"337","Connecticut","Cases",53365
"338","Delaware","Cases",18249
"339","District of Columbia","Cases",14315
"340","Florida","Cases",648261
"341","Georgia","Cases",267238
"342","Guam","Cases",2588
"343","Hawaii","Cases",9933
"344","Idaho","Cases",34153
"345","Illinois","Cases",253649
"346","Indiana","Cases",102527
"347","Iowa","Cases",70537
"348","Kansas","Cases",47409
"349","Kentucky","Cases",56545
"350","Louisiana","Cases",154073
"351","Maine","Cases",4701
"352","Maryland","Cases",113378
"353","Massachusetts","Cases",122791
"354","Michigan","Cases",118388
"355","Minnesota","Cases",81277
"356","Mississippi","Cases",87130
"357","Missouri","Cases",95795
"358","Montana","Cases",8340
"359","Nebraska","Cases",35975
"360","Nevada","Cases",72048
"361","New Hampshire","Cases",7476
"362","New Jersey","Cases",196173
"363","New Mexico","Cases",26144
"364","New York","Cases",444751
"365","North Carolina","Cases",178212
"366","North Dakota","Cases",13805
"367","Northern Mariana Islands","Cases",59
"368","Ohio","Cases",131336
"369","Oklahoma","Cases",64220
"370","Oregon","Cases",28191
"371","Pennsylvania","Cases",144658
"372","Puerto Rico","Cases",35375
"373","Rhode Island","Cases",22243
"374","South Carolina","Cases",125607
"375","South Dakota","Cases",15300
"376","Tennessee","Cases",162531
"377","Texas","Cases",666209
"378","Utah","Cases",55052
"379","Vermont","Cases",1651
"380","Virgin Islands","Cases",1190
"381","Virginia","Cases",127571
"382","Washington","Cases",80485
"383","West Virginia","Cases",11575
"384","Wisconsin","Cases",86981
"385","Wyoming","Cases",4032
"386","Alabama","Cases",133606
"387","Alaska","Cases",6670
"388","Arizona","Cases",206048
"389","Arkansas","Cases",66757
"390","California","Cases",746113
"391","Colorado","Cases",60003
"392","Connecticut","Cases",53782
"393","Delaware","Cases",18308
"394","District of Columbia","Cases",14362
"395","Florida","Cases",650084
"396","Georgia","Cases",268684
"397","Guam","Cases",2682
"398","Hawaii","Cases",10130
"399","Idaho","Cases",34461
"400","Illinois","Cases",255229
"401","Indiana","Cases",102917
"402","Iowa","Cases",71018
"403","Kansas","Cases",47878
"404","Kentucky","Cases",56877
"405","Louisiana","Cases",154329
"406","Maine","Cases",4713
"407","Maryland","Cases",113734
"408","Massachusetts","Cases",122962
"409","Michigan","Cases",118984
"410","Minnesota","Cases",81660
"411","Mississippi","Cases",87379
"412","Missouri","Cases",97044
"413","Montana","Cases",8409
"414","Nebraska","Cases",36477
"415","Nevada","Cases",72165
"416","New Hampshire","Cases",7494
"417","New Jersey","Cases",196450
"418","New Mexico","Cases",26181
"419","New York","Cases",445308
"420","North Carolina","Cases",179150
"421","North Dakota","Cases",13876
"422","Northern Mariana Islands","Cases",59
"423","Ohio","Cases",131992
"424","Oklahoma","Cases",65053
"425","Oregon","Cases",28355
"426","Pennsylvania","Cases",145191
"427","Puerto Rico","Cases",35504
"428","Rhode Island","Cases",22592
"429","South Carolina","Cases",125908
"430","South Dakota","Cases",15403
"431","Tennessee","Cases",163180
"432","Texas","Cases",670427
"433","Utah","Cases",55424
"434","Vermont","Cases",1654
"435","Virgin Islands","Cases",1191
"436","Virginia","Cases",128407
"437","Washington","Cases",81048
"438","West Virginia","Cases",11661
"439","Wisconsin","Cases",87730
"440","Wyoming","Cases",4103
"441","Alabama","Cases",134417
"442","Alaska","Cases",6735
"443","Arizona","Cases",206548
"444","Arkansas","Cases",67255
"445","California","Cases",749196
"446","Colorado","Cases",60291
"447","Connecticut","Cases",53871
"448","Delaware","Cases",18308
"449","District of Columbia","Cases",14387
"450","Florida","Cases",652140
"451","Georgia","Cases",270624
"452","Guam","Cases",2727
"453","Hawaii","Cases",10228
"454","Idaho","Cases",34707
"455","Illinois","Cases",256614
"456","Indiana","Cases",103641
"457","Iowa","Cases",71594
"458","Kansas","Cases",48389
"459","Kentucky","Cases",57518
"460","Louisiana","Cases",155890
"461","Maine","Cases",4734
"462","Maryland","Cases",114070
"463","Massachusetts","Cases",123143
"464","Michigan","Cases",119952
"465","Minnesota","Cases",81920
"466","Mississippi","Cases",87805
"467","Missouri","Cases",98446
"468","Montana","Cases",8499
"469","Nebraska","Cases",36917
"470","Nevada","Cases",72317
"471","New Hampshire","Cases",7517
"472","New Jersey","Cases",196779
"473","New Mexico","Cases",26268
"474","New York","Cases",445881
"475","North Carolina","Cases",180061
"476","North Dakota","Cases",14114
"477","Northern Mariana Islands","Cases",59
"478","Ohio","Cases",132965
"479","Oklahoma","Cases",65929
"480","Oregon","Cases",28474
"481","Pennsylvania","Cases",146058
"482","Puerto Rico","Cases",35507
"483","Rhode Island","Cases",22676
"484","South Carolina","Cases",126213
"485","South Dakota","Cases",15571
"486","Tennessee","Cases",164032
"487","Texas","Cases",675149
"488","Utah","Cases",55730
"489","Vermont","Cases",1656
"490","Virgin Islands","Cases",1197
"491","Virginia","Cases",129289
"492","Washington","Cases",81528
"493","West Virginia","Cases",11808
"494","Wisconsin","Cases",88643
"495","Wyoming","Cases",4151
"496","Alabama","Cases",135565
"497","Alaska","Cases",6860
"498","Arizona","Cases",207002
"499","Arkansas","Cases",67803
"500","California","Cases",753017
"501","Colorado","Cases",60576
"502","Connecticut","Cases",54093
"503","Delaware","Cases",18466
"504","District of Columbia","Cases",14412
"505","Florida","Cases",654723
"506","Georgia","Cases",272588
"507","Guam","Cases",2815
"508","Hawaii","Cases",10397
"509","Idaho","Cases",35027
"510","Illinois","Cases",258573
"511","Indiana","Cases",104429
"512","Iowa","Cases",72548
"513","Kansas","Cases",48443
"514","Kentucky","Cases",58452
"515","Louisiana","Cases",156354
"516","Maine","Cases",4760
"517","Maryland","Cases",114574
"518","Massachusetts","Cases",123546
"519","Michigan","Cases",120896
"520","Minnesota","Cases",82301
"521","Mississippi","Cases",88322
"522","Missouri","Cases",99677
"523","Montana","Cases",8694
"524","Nebraska","Cases",37373
"525","Nevada","Cases",72620
"526","New Hampshire","Cases",7573
"527","New Jersey","Cases",197203
"528","New Mexico","Cases",26429
"529","New York","Cases",446637
"530","North Carolina","Cases",181335
"531","North Dakota","Cases",14446
"532","Northern Mariana Islands","Cases",59
"533","Ohio","Cases",134086
"534","Oklahoma","Cases",66700
"535","Oregon","Cases",28661
"536","Pennsylvania","Cases",146735
"537","Puerto Rico","Cases",36279
"538","Rhode Island","Cases",22782
"539","South Carolina","Cases",126592
"540","South Dakota","Cases",15834
"541","Tennessee","Cases",165911
"542","Texas","Cases",677888
"543","Utah","Cases",56182
"544","Vermont","Cases",1661
"545","Virgin Islands","Cases",1201
"546","Virginia","Cases",130525
"547","Washington","Cases",82125
"548","West Virginia","Cases",12017
"549","Wisconsin","Cases",90232
"550","Wyoming","Cases",4199
"551","Alabama","Cases",136703
"552","Alaska","Cases",6968
"553","Arizona","Cases",207525
"554","Arkansas","Cases",68987
"555","California","Cases",757125
"556","Colorado","Cases",60881
"557","Connecticut","Cases",54326
"558","Delaware","Cases",18559
"559","District of Columbia","Cases",14493
"560","Florida","Cases",658373
"561","Georgia","Cases",274242
"562","Guam","Cases",2832
"563","Hawaii","Cases",10567
"564","Idaho","Cases",35354
"565","Illinois","Cases",260949
"566","Indiana","Cases",105703
"567","Iowa","Cases",73399
"568","Kansas","Cases",49393
"569","Kentucky","Cases",59349
"570","Louisiana","Cases",157109
"571","Maine","Cases",4792
"572","Maryland","Cases",115217
"573","Massachusetts","Cases",123986
"574","Michigan","Cases",122319
"575","Minnesota","Cases",82768
"576","Mississippi","Cases",89175
"577","Missouri","Cases",101285
"578","Montana","Cases",8817
"579","Nebraska","Cases",37841
"580","Nevada","Cases",72886
"581","New Hampshire","Cases",7620
"582","New Jersey","Cases",197677
"583","New Mexico","Cases",26563
"584","New York","Cases",447498
"585","North Carolina","Cases",182934
"586","North Dakota","Cases",14687
"587","Northern Mariana Islands","Cases",59
"588","Ohio","Cases",135326
"589","Oklahoma","Cases",67642
"590","Oregon","Cases",28888
"591","Pennsylvania","Cases",147744
"592","Puerto Rico","Cases",36581
"593","Rhode Island","Cases",22905
"594","South Carolina","Cases",129046
"595","South Dakota","Cases",16117
"596","Tennessee","Cases",167263
"597","Texas","Cases",683295
"598","Utah","Cases",56789
"599","Vermont","Cases",1668
"600","Virgin Islands","Cases",1201
"601","Virginia","Cases",131640
"602","Washington","Cases",82590
"603","West Virginia","Cases",12174
"604","Wisconsin","Cases",91672
"605","Wyoming","Cases",4264
"606","Alabama","Cases",137646
"607","Alaska","Cases",7074
"608","Arizona","Cases",208128
"609","Arkansas","Cases",69710
"610","California","Cases",760581
"611","Colorado","Cases",61311
"612","Connecticut","Cases",54326
"613","Delaware","Cases",18726
"614","District of Columbia","Cases",14552
"615","Florida","Cases",661563
"616","Georgia","Cases",276319
"617","Guam","Cases",2832
"618","Hawaii","Cases",10696
"619","Idaho","Cases",35588
"620","Illinois","Cases",262957
"621","Indiana","Cases",106777
"622","Iowa","Cases",74204
"623","Kansas","Cases",49398
"624","Kentucky","Cases",60187
"625","Louisiana","Cases",157109
"626","Maine","Cases",4834
"627","Maryland","Cases",115876
"628","Massachusetts","Cases",124540
"629","Michigan","Cases",123048
"630","Minnesota","Cases",83640
"631","Mississippi","Cases",89620
"632","Missouri","Cases",103085
"633","Montana","Cases",8946
"634","Nebraska","Cases",38108
"635","Nevada","Cases",73291
"636","New Hampshire","Cases",7652
"637","New Jersey","Cases",198126
"638","New Mexico","Cases",26661
"639","New York","Cases",448347
"640","North Carolina","Cases",184305
"641","North Dakota","Cases",15154
"642","Northern Mariana Islands","Cases",60
"643","Ohio","Cases",136568
"644","Oklahoma","Cases",68659
"645","Oregon","Cases",29156
"646","Pennsylvania","Cases",148635
"647","Puerto Rico","Cases",37092
"648","Rhode Island","Cases",22905
"649","South Carolina","Cases",129978
"650","South Dakota","Cases",16437
"651","Tennessee","Cases",168552
"652","Texas","Cases",685921
"653","Utah","Cases",57276
"654","Vermont","Cases",1677
"655","Virgin Islands","Cases",1220
"656","Virginia","Cases",132940
"657","Washington","Cases",82957
"658","West Virginia","Cases",12521
"659","Wisconsin","Cases",93102
"660","Wyoming","Cases",4297
"661","Alabama","Cases",138755
"662","Alaska","Cases",7136
"663","Arizona","Cases",208514
"664","Arkansas","Cases",70219
"665","California","Cases",763389
"666","Colorado","Cases",61641
"667","Connecticut","Cases",54326
"668","Delaware","Cases",18849
"669","District of Columbia","Cases",14592
"670","Florida","Cases",663986
"671","Georgia","Cases",277715
"672","Guam","Cases",2832
"673","Hawaii","Cases",10808
"674","Idaho","Cases",35693
"675","Illinois","Cases",264340
"676","Indiana","Cases",108020
"677","Iowa","Cases",74675
"678","Kansas","Cases",49408
"679","Kentucky","Cases",60607
"680","Louisiana","Cases",158390
"681","Maine","Cases",4863
"682","Maryland","Cases",116600
"683","Massachusetts","Cases",124826
"684","Michigan","Cases",123075
"685","Minnesota","Cases",84363
"686","Mississippi","Cases",89874
"687","Missouri","Cases",104603
"688","Montana","Cases",9037
"689","Nebraska","Cases",38188
"690","Nevada","Cases",73648
"691","New Hampshire","Cases",7696
"692","New Jersey","Cases",198423
"693","New Mexico","Cases",26761
"694","New York","Cases",449072
"695","North Carolina","Cases",185325
"696","North Dakota","Cases",15580
"697","Northern Mariana Islands","Cases",60
"698","Ohio","Cases",137405
"699","Oklahoma","Cases",69354
"700","Oregon","Cases",29337
"701","Pennsylvania","Cases",148635
"702","Puerto Rico","Cases",37380
"703","Rhode Island","Cases",22905
"704","South Carolina","Cases",131864
"705","South Dakota","Cases",16638
"706","Tennessee","Cases",169310
"707","Texas","Cases",689941
"708","Utah","Cases",57892
"709","Vermont","Cases",1684
"710","Virgin Islands","Cases",1220
"711","Virginia","Cases",133814
"712","Washington","Cases",83177
"713","West Virginia","Cases",12699
"714","Wisconsin","Cases",94723
"715","Wyoming","Cases",4346
"716","Alabama","Cases",139459
"717","Alaska","Cases",7213
"718","Arizona","Cases",208726
"719","Arkansas","Cases",70627
"720","California","Cases",767062
"721","Colorado","Cases",62032
"722","Connecticut","Cases",54895
"723","Delaware","Cases",18937
"724","District of Columbia","Cases",14622
"725","Florida","Cases",665722
"726","Georgia","Cases",278699
"727","Guam","Cases",2896
"728","Hawaii","Cases",10887
"729","Idaho","Cases",35984
"730","Illinois","Cases",265869
"731","Indiana","Cases",108755
"732","Iowa","Cases",75069
"733","Kansas","Cases",50871
"734","Kentucky","Cases",61182
"735","Louisiana","Cases",158882
"736","Maine","Cases",4903
"737","Maryland","Cases",117147
"738","Massachusetts","Cases",125080
"739","Michigan","Cases",124276
"740","Minnesota","Cases",85001
"741","Mississippi","Cases",90018
"742","Missouri","Cases",106057
"743","Montana","Cases",9164
"744","Nebraska","Cases",38642
"745","Nevada","Cases",73889
"746","New Hampshire","Cases",7714
"747","New Jersey","Cases",198757
"748","New Mexico","Cases",26842
"749","New York","Cases",449658
"750","North Carolina","Cases",186447
"751","North Dakota","Cases",15834
"752","Northern Mariana Islands","Cases",61
"753","Ohio","Cases",138484
"754","Oklahoma","Cases",70223
"755","Oregon","Cases",29488
"756","Pennsylvania","Cases",150044
"757","Puerto Rico","Cases",37750
"758","Rhode Island","Cases",23130
"759","South Carolina","Cases",132680
"760","South Dakota","Cases",16801
"761","Tennessee","Cases",171498
"762","Texas","Cases",694547
"763","Utah","Cases",58451
"764","Vermont","Cases",1696
"765","Virgin Islands","Cases",1221
"766","Virginia","Cases",134571
"767","Washington","Cases",83861
"768","West Virginia","Cases",12820
"769","Wisconsin","Cases",95564
"770","Wyoming","Cases",4392
"771","Alabama","Cases",140160
"772","Alaska","Cases",7256
"773","Arizona","Cases",209215
"774","Arkansas","Cases",71497
"775","California","Cases",769917
"776","Colorado","Cases",62575
"777","Connecticut","Cases",55031
"778","Delaware","Cases",19137
"779","District of Columbia","Cases",14687
"780","Florida","Cases",668838
"781","Georgia","Cases",280356
"782","Guam","Cases",2935
"783","Hawaii","Cases",10951
"784","Idaho","Cases",36306
"785","Illinois","Cases",267380
"786","Indiana","Cases",109445
"787","Iowa","Cases",75722
"788","Kansas","Cases",51006
"789","Kentucky","Cases",61986
"790","Louisiana","Cases",159253
"791","Maine","Cases",4918
"792","Maryland","Cases",117745
"793","Massachusetts","Cases",125393
"794","Michigan","Cases",124978
"795","Minnesota","Cases",85403
"796","Mississippi","Cases",90523
"797","Missouri","Cases",107687
"798","Montana","Cases",9281
"799","Nebraska","Cases",38970
"800","Nevada","Cases",74129
"801","New Hampshire","Cases",7748
"802","New Jersey","Cases",199193
"803","New Mexico","Cases",26923
"804","New York","Cases",450425
"805","North Carolina","Cases",187486
"806","North Dakota","Cases",16067
"807","Northern Mariana Islands","Cases",61
"808","Ohio","Cases",139485
"809","Oklahoma","Cases",71314
"810","Oregon","Cases",29664
"811","Pennsylvania","Cases",151081
"812","Puerto Rico","Cases",38172
"813","Rhode Island","Cases",23250
"814","South Carolina","Cases",133470
"815","South Dakota","Cases",16994
"816","Tennessee","Cases",172692
"817","Texas","Cases",701509
"818","Utah","Cases",59017
"819","Vermont","Cases",1702
"820","Virgin Islands","Cases",1232
"821","Virginia","Cases",135514
"822","Washington","Cases",84222
"823","West Virginia","Cases",12976
"824","Wisconsin","Cases",97002
"825","Wyoming","Cases",4438
"826","Alabama","Cases",141087
"827","Alaska","Cases",7308
"828","Arizona","Cases",209911
"829","Arkansas","Cases",72219
"830","California","Cases",773318
"831","Colorado","Cases",63068
"832","Connecticut","Cases",55166
"833","Delaware","Cases",19234
"834","District of Columbia","Cases",14743
"835","Florida","Cases",671193
"836","Georgia","Cases",282363
"837","Guam","Cases",2982
"838","Hawaii","Cases",11052
"839","Idaho","Cases",36594
"840","Illinois","Cases",269282
"841","Indiana","Cases",110025
"842","Iowa","Cases",76680
"843","Kansas","Cases",51829
"844","Kentucky","Cases",62723
"845","Louisiana","Cases",159865
"846","Maine","Cases",4941
"847","Maryland","Cases",118387
"848","Massachusetts","Cases",125699
"849","Michigan","Cases",125782
"850","Minnesota","Cases",85865
"851","Mississippi","Cases",91234
"852","Missouri","Cases",108997
"853","Montana","Cases",9487
"854","Nebraska","Cases",39419
"855","Nevada","Cases",74377
"856","New Hampshire","Cases",7780
"857","New Jersey","Cases",199583
"858","New Mexico","Cases",27041
"859","New York","Cases",451078
"860","North Carolina","Cases",188800
"861","North Dakota","Cases",16336
"862","Northern Mariana Islands","Cases",61
"863","Ohio","Cases",140518
"864","Oklahoma","Cases",72284
"865","Oregon","Cases",29856
"866","Pennsylvania","Cases",151889
"867","Puerto Rico","Cases",38284
"868","Rhode Island","Cases",23358
"869","South Carolina","Cases",134122
"870","South Dakota","Cases",17291
"871","Tennessee","Cases",174400
"872","Texas","Cases",706034
"873","Utah","Cases",59770
"874","Vermont","Cases",1702
"875","Virgin Islands","Cases",1232
"876","Virginia","Cases",136359
"877","Washington","Cases",84714
"878","West Virginia","Cases",13196
"879","Wisconsin","Cases",98501
"880","Wyoming","Cases",4566
"881","Alabama","Cases",141757
"882","Alaska","Cases",7413
"883","Arizona","Cases",211663
"884","Arkansas","Cases",73211
"885","California","Cases",776944
"886","Colorado","Cases",63613
"887","Connecticut","Cases",55386
"888","Delaware","Cases",19318
"889","District of Columbia","Cases",14790
"890","Florida","Cases",674448
"891","Georgia","Cases",284219
"892","Guam","Cases",3014
"893","Hawaii","Cases",11211
"894","Idaho","Cases",36924
"895","Illinois","Cases",271370
"896","Indiana","Cases",110863
"897","Iowa","Cases",77865
"898","Kansas","Cases",52039
"899","Kentucky","Cases",63412
